hardware,embedding_index,algorithm_index,probability,method
athens,0,62,0.511530,bellman
athens,0,63,0.010510,convex
athens,0,64,0.038270,convex
athens,0,65,0.506620,convex
athens,0,66,0.011030,convex
athens,0,67,0.599140,convex
athens,0,68,0.505770,convex
athens,0,69,0.984650,bellman
athens,0,70,0.984650,bellman
athens,0,71,0.984650,bellman
athens,0,72,0.984650,convex
athens,0,73,0.984650,bellman
athens,0,74,0.984650,convex
athens,0,75,0.596820,bellman
athens,0,76,0.984650,bellman
athens,0,77,0.982660,bellman
athens,0,78,0.994390,bellman
athens,0,79,0.994330,bellman
athens,0,80,0.000000,convex
athens,0,81,0.497350,convex
athens,0,82,0.984650,convex
athens,0,83,0.974700,convex
athens,0,84,0.994390,convex
athens,0,85,0.994090,convex
athens,1,0,0.589830,bellman
athens,1,1,0.000000,convex
athens,1,2,0.589830,bellman
athens,1,3,0.491530,convex
athens,1,4,0.973130,bellman
athens,1,5,0.973130,convex
athens,1,6,0.975090,bellman
athens,1,7,0.973130,convex
athens,1,8,0.982760,bellman
athens,1,9,0.982760,convex
athens,1,10,0.982810,bellman
athens,1,11,0.982760,convex
athens,1,12,0.762740,bellman
athens,1,13,0.033520,convex
athens,1,14,0.774490,bellman
athens,1,15,0.467850,convex
athens,1,16,0.505200,bellman
athens,1,17,0.508050,convex
athens,1,18,0.033220,convex
athens,1,19,0.111510,convex
athens,1,20,0.508580,convex
athens,1,21,0.033400,convex
athens,1,22,0.226080,convex
athens,1,23,0.505200,bellman
athens,1,24,0.508470,convex
athens,1,25,0.570520,bellman
athens,1,26,0.955970,bellman
athens,1,27,0.033030,convex
athens,1,28,0.498650,bellman
athens,1,29,0.057900,convex
athens,1,30,0.511000,bellman
athens,1,31,0.508660,convex
athens,1,32,0.033420,convex
athens,1,33,0.257730,convex
athens,1,34,0.508540,convex
athens,1,35,0.033510,convex
athens,1,36,0.437480,convex
athens,1,37,0.508310,convex
athens,1,38,0.033160,convex
athens,1,39,0.090880,convex
athens,1,40,0.508780,convex
athens,1,41,0.975090,bellman
athens,1,42,0.973120,convex
athens,1,43,0.982760,bellman
athens,1,44,0.982750,convex
athens,1,45,0.982810,bellman
athens,1,46,0.982750,convex
athens,1,47,0.589830,bellman
athens,1,48,0.589830,bellman
athens,1,49,0.973130,convex
athens,1,50,0.971260,bellman
athens,1,51,0.967410,bellman
athens,1,52,0.033030,convex
athens,1,53,0.057580,convex
athens,1,54,0.508470,convex
athens,1,55,0.033500,convex
athens,1,56,0.407740,convex
athens,1,57,0.508070,convex
athens,1,58,0.033460,convex
athens,1,59,0.313890,convex
athens,1,60,0.508390,convex
athens,1,61,0.498650,bellman
athens,1,62,0.511000,bellman
athens,1,63,0.033040,convex
athens,1,64,0.059870,convex
athens,1,65,0.506090,convex
athens,1,66,0.033550,convex
athens,1,67,0.588270,convex
athens,1,68,0.505270,convex
athens,1,69,0.973130,bellman
athens,1,70,0.973130,bellman
athens,1,71,0.973130,bellman
athens,1,72,0.973130,convex
athens,1,73,0.973130,bellman
athens,1,74,0.973130,convex
athens,1,75,0.589830,bellman
athens,1,76,0.973130,bellman
athens,1,77,0.971160,bellman
athens,1,78,0.982760,bellman
athens,1,79,0.982700,bellman
athens,1,80,0.000000,convex
athens,1,81,0.491530,convex
athens,1,82,0.973130,convex
