hardware,embedding_index,horizon,is_prob,prob_branch,algorithm_index,baseline_index,algorithm_prob,baseline_prob,diff
boeblingen,1,5,0,0.0,9,84,0.89924,0.89924,-0.0
boeblingen,1,6,1,0.5,11,85,0.89924,0.82693,0.07231
boeblingen,2,1,0,0.0,1,80,-0.0,0.0,-0.0
boeblingen,2,2,1,0.49999999999999994,3,81,0.49076,0.49076,-0.0
boeblingen,2,3,0,0.0,5,82,0.96857,0.96857,-0.0
boeblingen,2,4,1,0.5,7,83,0.96857,0.95579,0.01278
boeblingen,2,5,0,0.0,9,84,0.98102,0.98102,0.0
boeblingen,2,6,1,0.5,11,85,0.98102,0.98052,0.0005
boeblingen,3,1,0,0.0,1,80,-0.0,0.0,-0.0
boeblingen,3,2,1,0.49999999999999994,3,81,0.49076,0.49076,-0.0
boeblingen,3,3,0,0.0,5,82,0.79239,0.79239,0.0
boeblingen,3,4,1,0.5,7,83,0.79239,0.63969,0.1527
boeblingen,3,5,0,0.0,9,84,0.88623,0.88623,-0.0
boeblingen,3,6,1,0.5,11,85,0.88623,0.81497,0.07126
bogota,0,1,0,0.0,1,80,-0.0,0.0,-0.0
bogota,0,2,1,0.49999999999999994,3,81,0.49713,0.49713,-0.0
bogota,0,3,0,0.0,5,82,0.93799,0.93799,0.0
bogota,0,4,1,0.5,7,83,0.93799,0.8849,0.05309
bogota,0,5,0,0.0,9,84,0.98507,0.98507,0.0
bogota,0,6,1,0.5,11,85,0.98507,0.97656,0.00851
bogota,1,1,0,0.0,1,80,-0.0,0.0,-0.0
bogota,1,2,1,0.49999999999999994,3,81,0.47483,0.47483,-0.0
bogota,1,3,0,0.0,5,82,0.92393,0.92393,-0.0
bogota,1,4,1,0.5,7,83,0.92393,0.89889,0.02504
bogota,1,5,0,0.0,9,84,0.94761,0.94761,-0.0
bogota,1,6,1,0.5,11,85,0.94761,0.94563,0.00198
brooklyn,0,1,0,0.0,1,80,-0.0,0.0,-0.0
brooklyn,0,2,1,0.49999999999999994,3,81,0.49787,0.49787,-0.0
brooklyn,0,3,0,0.0,5,82,0.9833,0.9833,-0.0
brooklyn,0,4,1,0.5,7,83,0.9833,0.97101,0.01229
brooklyn,0,5,0,0.0,9,84,0.99528,0.99528,-0.0
brooklyn,0,6,1,0.5,11,85,0.99528,0.99483,0.00045
brooklyn,1,1,0,0.0,1,80,-0.0,0.0,-0.0
brooklyn,1,2,1,0.49999999999999994,3,81,0.49787,0.49787,-0.0
brooklyn,1,3,0,0.0,5,82,0.90932,0.90932,0.0
brooklyn,1,4,1,0.5,7,83,0.90932,0.83039,0.07893
brooklyn,1,5,0,0.0,9,84,0.97454,0.97454,-0.0
brooklyn,1,6,1,0.5,11,85,0.97454,0.95577,0.01877
brooklyn,2,1,0,0.0,1,80,-0.0,0.0,-0.0
brooklyn,2,2,1,0.49999999999999994,3,81,0.48278,0.48278,-0.0
brooklyn,2,3,0,0.0,5,82,0.9535,0.9535,0.0
brooklyn,2,4,1,0.5,7,83,0.9535,0.94158,0.01192
brooklyn,2,5,0,0.0,9,84,0.96512,0.96512,-0.0
brooklyn,2,6,1,0.5,11,85,0.96512,0.96468,0.00044
brooklyn,3,1,0,0.0,1,80,-0.0,0.0,-0.0
brooklyn,3,2,1,0.49999999999999994,3,81,0.48278,0.48278,-0.0
brooklyn,3,3,0,0.0,5,82,0.88176,0.88176,0.0
brooklyn,3,4,1,0.5,7,83,0.88176,0.80522,0.07654
brooklyn,3,5,0,0.0,9,84,0.94501,0.94501,0.0
brooklyn,3,6,1,0.5,11,85,0.94501,0.92681,0.0182
burlington,0,1,0,0.0,1,80,-0.0,0.0,-0.0
burlington,0,2,1,0.49999999999999994,3,81,0.49168,0.49168,0.0
burlington,0,3,0,0.0,5,82,0.95927,0.95927,0.0
burlington,0,4,1,0.5,7,83,0.95927,0.93576,0.02351
burlington,0,5,0,0.0,9,84,0.98162,0.98162,0.0
burlington,0,6,1,0.5,11,85,0.98162,0.97993,0.00169
cairo,0,1,0,0.0,1,80,-0.0,0.0,-0.0
cairo,0,2,1,0.49999999999999994,3,81,0.49856,0.49856,-0.0
cairo,0,3,0,0.0,5,82,0.99204,0.99204,0.0
cairo,0,4,1,0.5,7,83,0.99204,0.98698,0.00506
cairo,0,5,0,0.0,9,84,0.99705,0.99705,0.0
cairo,0,6,1,0.5,11,85,0.99705,0.99697,8e-05
cairo,1,1,0,0.0,1,80,-0.0,0.0,-0.0
cairo,1,2,1,0.49999999999999994,3,81,0.49856,0.49856,-0.0
cairo,1,3,0,0.0,5,82,0.84835,0.84835,-0.0
cairo,1,4,1,0.5,7,83,0.84835,0.72178,0.12657
cairo,1,5,0,0.0,9,84,0.93716,0.93716,0.0
cairo,1,6,1,0.5,11,85,0.93716,0.88896,0.0482
cairo,2,1,0,0.0,1,80,-0.0,0.0,-0.0
cairo,2,2,1,0.49999999999999994,3,81,0.48956,0.48956,-0.0
cairo,2,3,0,0.0,5,82,0.97413,0.97413,0.0
cairo,2,4,1,0.5,7,83,0.97413,0.96916,0.00497
cairo,2,5,0,0.0,9,84,0.97905,0.97905,0.0
cairo,2,6,1,0.5,11,85,0.97905,0.97897,8e-05
cambridge,0,1,0,0.0,1,80,-0.0,0.0,-0.0
cambridge,0,2,1,0.49999999999999994,3,81,0.49536,0.49536,0.0
cambridge,0,3,0,0.0,5,82,0.97387,0.97387,0.0
cambridge,0,4,1,0.5,7,83,0.97387,0.95731,0.01656
cambridge,0,5,0,0.0,9,84,0.98986,0.98986,-0.0
cambridge,0,6,1,0.5,11,85,0.98986,0.98903,0.00083
cambridge,1,1,0,0.0,1,80,-0.0,0.0,-0.0
cambridge,1,2,1,0.49999999999999994,3,81,0.49536,0.49536,0.0
cambridge,1,3,0,0.0,5,82,0.60433,0.60433,-0.0
cambridge,1,4,1,0.5,7,83,0.60433,0.36864,0.23569
cambridge,1,5,0,0.0,9,84,0.65619,0.65619,0.0
cambridge,1,6,1,0.5,11,85,0.65619,0.48797,0.16822
cambridge,2,1,0,0.0,1,80,-0.0,0.0,-0.0
cambridge,2,2,1,0.49999999999999994,3,81,0.23333,0.23333,-0.0
cambridge,2,3,0,0.0,5,82,0.45873,0.45873,-0.0
cambridge,2,4,1,0.9577071146205379,21,83,0.48965,0.45094,0.03871
cambridge,2,5,1,0.8064574059958937,22,84,0.49685,0.46627,0.03058
cambridge,2,6,1,0.4997178408624931,24,85,0.49941,0.46588,0.03353
cambridge,3,1,0,0.0,1,80,-0.0,0.0,-0.0
cambridge,3,2,1,0.49999999999999994,3,81,0.23333,0.23333,-0.0
cambridge,3,3,0,0.0,5,82,0.28467,0.28467,0.0
cambridge,3,4,1,0.9947767774018235,27,83,0.30422,0.17365,0.13057
cambridge,3,5,1,0.006449789990731662,29,84,0.321,0.30909,0.01191
cambridge,3,6,1,0.005698198220316407,31,85,0.33077,0.22986,0.10091
casablanca,0,1,0,0.0,1,80,-0.0,0.0,-0.0
casablanca,0,2,1,0.49999999999999994,3,81,0.4975,0.4975,-0.0
casablanca,0,3,0,0.0,5,82,0.96257,0.96257,-0.0
casablanca,0,4,1,0.5,7,83,0.96257,0.93119,0.03138
casablanca,0,5,0,0.0,9,84,0.99191,0.99191,0.0
casablanca,0,6,1,0.5,11,85,0.99191,0.98894,0.00297
casablanca,1,1,0,0.0,1,80,-0.0,0.0,-0.0
casablanca,1,2,1,0.49999999999999994,3,81,0.49389,0.49389,-0.0
casablanca,1,3,0,0.0,5,82,0.95558,0.95558,-0.0
casablanca,1,4,1,0.5,7,83,0.95558,0.92443,0.03115
casablanca,1,5,0,0.0,9,84,0.9847,0.9847,-0.0
casablanca,1,6,1,0.5,11,85,0.9847,0.98176,0.00294
essex,0,1,0,0.0,1,80,-0.0,0.0,-0.0
essex,0,2,1,0.49999999999999994,3,81,0.4963,0.4963,0.0
essex,0,3,0,0.0,5,82,0.93721,0.93721,-0.0
essex,0,4,1,0.5,7,83,0.93721,0.88491,0.0523
essex,0,5,0,0.0,9,84,0.98367,0.98367,-0.0
essex,0,6,1,0.5,11,85,0.98367,0.97541,0.00826
essex,1,1,0,0.0,1,80,-0.0,0.0,-0.0
essex,1,2,1,0.49999999999999994,3,81,0.49059,0.49059,-0.0
essex,1,3,0,0.0,5,82,0.95107,0.95107,0.0
essex,1,4,1,0.5,7,83,0.95107,0.92187,0.0292
essex,1,5,0,0.0,9,84,0.97847,0.97847,-0.0
essex,1,6,1,0.5,11,85,0.97847,0.97586,0.00261
essex,2,1,0,0.0,1,80,-0.0,0.0,-0.0
essex,2,2,1,0.49999999999999994,3,81,0.49059,0.49059,-0.0
essex,2,3,0,0.0,5,82,0.92644,0.92644,0.0
essex,2,4,1,0.5,7,83,0.92644,0.87474,0.0517
essex,2,5,0,0.0,9,84,0.97236,0.97236,-0.0
essex,2,6,1,0.5,11,85,0.97236,0.96419,0.00817
geneva,0,1,0,0.0,1,80,-0.0,0.0,-0.0
geneva,0,2,1,0.49999999999999994,3,81,0.49879,0.49879,0.0
geneva,0,3,0,0.0,5,82,0.85652,0.85652,0.0
geneva,0,4,1,0.5,7,83,0.85652,0.73541,0.12111
geneva,0,5,0,0.0,9,84,0.94338,0.94338,0.0
geneva,0,6,1,0.5,11,85,0.94338,0.89927,0.04411
geneva,1,1,0,0.0,1,80,-0.0,0.0,-0.0
geneva,1,2,1,0.49999999999999994,3,81,0.49879,0.49879,0.0
geneva,1,3,0,0.0,5,82,0.98381,0.98381,0.0
geneva,1,4,1,0.5,7,83,0.98381,0.97023,0.01358
geneva,1,5,0,0.0,9,84,0.99701,0.99701,-0.0
geneva,1,6,1,0.5,11,85,0.99701,0.99646,0.00055
geneva,2,1,0,0.0,1,80,-0.0,0.0,-0.0
geneva,2,2,1,0.49999999999999994,3,81,0.23333,0.23333,-0.0
geneva,2,3,0,0.0,5,82,0.46023,0.46023,0.0
geneva,2,4,1,0.04503490459760731,32,83,0.4912,0.45388,0.03732
geneva,2,5,1,0.7712457294443736,33,84,0.49725,0.4664,0.03085
geneva,2,6,1,0.02180060939006048,34,85,0.49957,0.46614,0.03343
guadalupe,0,1,0,0.0,1,80,-0.0,0.0,-0.0
guadalupe,0,2,1,0.49999999999999994,3,81,0.49775,0.49775,0.0
guadalupe,0,3,0,0.0,5,82,0.93526,0.93526,-0.0
guadalupe,0,4,1,0.5,7,83,0.93526,0.87868,0.05658
guadalupe,0,5,0,0.0,9,84,0.985,0.985,-0.0
guadalupe,0,6,1,0.5,11,85,0.985,0.97535,0.00965
guadalupe,1,1,0,0.0,1,80,-0.0,0.0,-0.0
guadalupe,1,2,1,0.49999999999999994,3,81,0.49775,0.49775,0.0
guadalupe,1,3,0,0.0,5,82,0.98494,0.98494,0.0
guadalupe,1,4,1,0.5,7,83,0.98494,0.9745,0.01044
guadalupe,1,5,0,0.0,9,84,0.99516,0.99516,0.0
guadalupe,1,6,1,0.5,11,85,0.99516,0.99483,0.00033
guadalupe,2,1,0,0.0,1,80,-0.0,0.0,-0.0
guadalupe,2,2,1,0.49999999999999994,3,81,0.49337,0.49337,0.0
guadalupe,2,3,0,0.0,5,82,0.92704,0.92704,0.0
guadalupe,2,4,1,0.5,7,83,0.92704,0.87095,0.05609
guadalupe,2,5,0,0.0,9,84,0.97634,0.97634,0.0
guadalupe,2,6,1,0.5,11,85,0.97634,0.96678,0.00956
guadalupe,3,1,0,0.0,1,80,-0.0,0.0,-0.0
guadalupe,3,2,1,0.49999999999999994,3,81,0.49337,0.49337,0.0
guadalupe,3,3,0,0.0,5,82,0.97628,0.97628,0.0
guadalupe,3,4,1,0.5,7,83,0.97628,0.96593,0.01035
guadalupe,3,5,0,0.0,9,84,0.98641,0.98641,0.0
guadalupe,3,6,1,0.5,11,85,0.98641,0.98608,0.00033
hanoi,0,1,0,0.0,1,80,-0.0,0.0,-0.0
hanoi,0,2,1,0.49999999999999994,3,81,0.49874,0.49874,0.0
hanoi,0,3,0,0.0,5,82,0.99199,0.99199,-0.0
hanoi,0,4,1,0.5,7,83,0.99199,0.98653,0.00546
hanoi,0,5,0,0.0,9,84,0.99739,0.99739,0.0
hanoi,0,6,1,0.5,11,85,0.99739,0.9973,9e-05
hanoi,1,1,0,0.0,1,80,-0.0,0.0,-0.0
hanoi,1,2,1,0.49999999999999994,3,81,0.49874,0.49874,0.0
hanoi,1,3,0,0.0,5,82,0.91339,0.91339,0.0
hanoi,1,4,1,0.5,7,83,0.91339,0.83639,0.077
hanoi,1,5,0,0.0,9,84,0.97741,0.97741,0.0
hanoi,1,6,1,0.5,11,85,0.97741,0.95958,0.01783
hanoi,2,1,0,0.0,1,80,-0.0,0.0,-0.0
hanoi,2,2,1,0.49999999999999994,3,81,0.23333,0.23333,-0.0
hanoi,2,3,0,0.0,5,82,0.4641,0.4641,-0.0
hanoi,2,4,1,0.9458608809855509,35,83,0.49518,0.46155,0.03363
hanoi,2,5,1,0.5712755445367858,36,84,0.49836,0.46662,0.03174
hanoi,2,6,1,0.037533396192428604,37,85,0.49982,0.46658,0.03324
hanoi,3,1,0,0.0,1,80,-0.0,0.0,-0.0
hanoi,3,2,1,0.49999999999999994,3,81,0.23333,0.23333,-0.0
hanoi,3,3,0,0.0,5,82,0.42733,0.42733,0.0
hanoi,3,4,1,0.9814547177080978,38,83,0.45648,0.3913,0.06518
hanoi,3,5,1,0.9568614803277802,39,84,0.48368,0.45728,0.0264
hanoi,3,6,1,0.026347241426812922,40,85,0.48965,0.44893,0.04072
jakarta,0,1,0,0.0,1,80,-0.0,0.0,-0.0
jakarta,0,2,1,0.49999999999999994,3,81,0.49797,0.49797,0.0
jakarta,0,3,0,0.0,5,82,0.98,0.98,-0.0
jakarta,0,4,1,0.5,7,83,0.98,0.96432,0.01568
jakarta,0,5,0,0.0,9,84,0.99518,0.99518,-0.0
jakarta,0,6,1,0.5,11,85,0.99518,0.99444,0.00074
jakarta,1,1,0,0.0,1,80,-0.0,0.0,-0.0
jakarta,1,2,1,0.49999999999999994,3,81,0.49553,0.49553,0.0
jakarta,1,3,0,0.0,5,82,0.9752,0.9752,0.0
jakarta,1,4,1,0.5,7,83,0.9752,0.95959,0.01561
jakarta,1,5,0,0.0,9,84,0.9903,0.9903,0.0
jakarta,1,6,1,0.5,11,85,0.9903,0.98956,0.00074
johannesburg,0,1,0,0.0,1,80,-0.0,0.0,-0.0
johannesburg,0,2,1,0.49999999999999994,3,81,0.49552,0.49552,0.0
johannesburg,0,3,0,0.0,5,82,0.97369,0.97369,0.0
johannesburg,0,4,1,0.5,7,83,0.97369,0.95665,0.01704
johannesburg,0,5,0,0.0,9,84,0.99013,0.99013,-0.0
johannesburg,0,6,1,0.5,11,85,0.99013,0.98925,0.00088
johannesburg,1,1,0,0.0,1,80,-0.0,0.0,-0.0
johannesburg,1,2,1,0.49999999999999994,3,81,0.49552,0.49552,0.0
johannesburg,1,3,0,0.0,5,82,0.81988,0.81988,0.0
johannesburg,1,4,1,0.5,7,83,0.81988,0.67829,0.14159
johannesburg,1,5,0,0.0,9,84,0.91257,0.91257,0.0
johannesburg,1,6,1,0.5,11,85,0.91257,0.85188,0.06069
johannesburg,2,1,0,0.0,1,80,-0.0,0.0,-0.0
johannesburg,2,2,1,0.49999999999999994,3,81,0.48039,0.48039,0.0
johannesburg,2,3,0,0.0,5,82,0.94396,0.94396,-0.0
johannesburg,2,4,1,0.5,7,83,0.94396,0.92744,0.01652
johannesburg,2,5,0,0.0,9,84,0.9599,0.9599,-0.0
johannesburg,2,6,1,0.5,11,85,0.9599,0.95905,0.00085
johannesburg,3,1,0,0.0,1,80,-0.0,0.0,-0.0
johannesburg,3,2,1,0.49999999999999994,3,81,0.48039,0.48039,0.0
johannesburg,3,3,0,0.0,5,82,0.79485,0.79485,0.0
johannesburg,3,4,1,0.5,7,83,0.79485,0.65758,0.13727
johannesburg,3,5,0,0.0,9,84,0.88471,0.88471,0.0
johannesburg,3,6,1,0.5,11,85,0.88471,0.82587,0.05884
kolkata,0,1,0,0.0,1,80,-0.0,0.0,-0.0
kolkata,0,2,1,0.49999999999999994,3,81,0.49833,0.49833,-0.0
kolkata,0,3,0,0.0,5,82,0.95052,0.95052,0.0
kolkata,0,4,1,0.5,7,83,0.95052,0.90651,0.04401
kolkata,0,5,0,0.0,9,84,0.99045,0.99045,0.0
kolkata,0,6,1,0.5,11,85,0.99045,0.98462,0.00583
kolkata,1,1,0,0.0,1,80,-0.0,0.0,-0.0
kolkata,1,2,1,0.49999999999999994,3,81,0.49833,0.49833,-0.0
kolkata,1,3,0,0.0,5,82,0.99178,0.99178,0.0
kolkata,1,4,1,0.5,7,83,0.99178,0.98692,0.00486
kolkata,1,5,0,0.0,9,84,0.99659,0.99659,0.0
kolkata,1,6,1,0.5,11,85,0.99659,0.99652,7e-05
kolkata,2,1,0,0.0,1,80,-0.0,0.0,-0.0
kolkata,2,2,1,0.49999999999999994,3,81,0.47907,0.47907,0.0
kolkata,2,3,0,0.0,5,82,0.95344,0.95344,-0.0
kolkata,2,4,1,0.4999489795663207,42,83,0.95344,0.94877,0.00467
kolkata,2,5,1,6.835727787711652e-05,44,84,0.95807,0.95807,0.0
kolkata,2,6,1,0.5035047914232688,46,85,0.95807,0.958,7e-05
lagos,0,1,0,0.0,1,80,-0.0,0.0,-0.0
lagos,0,2,1,0.49999999999999994,3,81,0.49725,0.49725,0.0
lagos,0,3,0,0.0,5,82,0.53325,0.53325,0.0
lagos,0,4,0,0.0,49,83,0.53325,0.28593,0.24732
lagos,0,5,0,0.0,9,84,0.55115,0.55115,-0.0
lagos,0,6,1,0.5,11,85,0.55115,0.36664,0.18451
lagos,1,1,0,0.0,1,80,-0.0,0.0,-0.0
lagos,1,2,1,0.49999999999999994,3,81,0.49725,0.49725,0.0
lagos,1,3,0,0.0,5,82,0.97788,0.97788,-0.0
lagos,1,4,1,0.5,7,83,0.97788,0.96155,0.01633
lagos,1,5,0,0.0,9,84,0.99367,0.99367,0.0
lagos,1,6,1,0.5,11,85,0.99367,0.99286,0.00081
lagos,2,1,0,0.0,1,80,-0.0,0.0,-0.0
lagos,2,2,1,0.49999999999999994,3,81,0.49034,0.49034,-0.0
lagos,2,3,0,0.0,5,82,0.52584,0.52584,-0.0
lagos,2,4,0,0.0,49,83,0.52584,0.28196,0.24388
lagos,2,5,0,0.0,9,84,0.5435,0.5435,0.0
lagos,2,6,1,0.5,11,85,0.5435,0.36154,0.18196
lima,0,1,0,0.0,1,80,-0.0,0.0,-0.0
lima,0,2,1,0.49999999999999994,3,81,0.49801,0.49801,-0.0
lima,0,3,0,0.0,5,82,0.93875,0.93875,-0.0
lima,0,4,1,0.5,7,83,0.93875,0.88478,0.05397
lima,0,5,0,0.0,9,84,0.98652,0.98652,-0.0
lima,0,6,1,0.5,11,85,0.98652,0.97775,0.00877
lima,1,1,0,0.0,1,80,-0.0,0.0,-0.0
lima,1,2,1,0.49999999999999994,3,81,0.49319,0.49319,0.0
lima,1,3,0,0.0,5,82,0.97,0.97,-0.0
lima,1,4,1,0.5,7,83,0.97,0.9539,0.0161
lima,1,5,0,0.0,9,84,0.98557,0.98557,-0.0
lima,1,6,1,0.5,11,85,0.98557,0.98478,0.00079
london,0,1,0,0.0,1,80,-0.0,0.0,-0.0
london,0,2,1,0.49999999999999994,3,81,0.4972,0.4972,0.0
london,0,3,0,0.0,5,82,0.97782,0.97782,0.0
london,0,4,1,0.5,7,83,0.97782,0.96152,0.0163
london,0,5,0,0.0,9,84,0.99357,0.99357,-0.0
london,0,6,1,0.5,11,85,0.99357,0.99277,0.0008
london,1,1,0,0.0,1,80,-0.0,0.0,-0.0
london,1,2,1,0.49999999999999994,3,81,0.49299,0.49299,0.0
london,1,3,0,0.0,5,82,0.82329,0.82329,-0.0
london,1,4,1,0.5,7,83,0.82329,0.68745,0.13584
london,1,5,0,0.0,9,84,0.91431,0.91431,0.0
london,1,6,1,0.5,11,85,0.91431,0.85816,0.05615
melbourne,0,1,0,0.0,1,80,-0.0,0.0,-0.0
melbourne,0,2,1,0.49999999999999994,3,81,0.49509,0.49509,0.0
melbourne,0,3,0,0.0,5,82,0.96394,0.96394,0.0
melbourne,0,4,1,0.5,7,83,0.96394,0.93839,0.02555
melbourne,0,5,0,0.0,9,84,0.98813,0.98813,0.0
melbourne,0,6,1,0.5,11,85,0.98813,0.98615,0.00198
melbourne,1,1,0,0.0,1,80,-0.0,0.0,-0.0
melbourne,1,2,1,0.49999999999999994,3,81,0.49509,0.49509,0.0
melbourne,1,3,0,0.0,5,82,0.80541,0.80541,-0.0
melbourne,1,4,1,0.5,7,83,0.80541,0.65512,0.15029
