hardware,embedding_index,method,horizon,algorithm_index,baseline_index,algorithm_prob,baseline_prob,diff
kyiv,1,bellman,5,3,496,0.504760,0.504760,-0.000000
kyiv,1,bellman,6,7,498,0.505950,0.505950,-0.000000
kyiv,1,bellman,7,5,500,0.505950,0.505950,-0.000000
kyiv,1,bellman,8,9,501,0.506940,0.506940,-0.000000
kyoto,0,bellman,2,0,490,0.995630,0.995630,-0.000000
kyoto,0,bellman,3,1,492,0.995630,0.995630,-0.000000
kyoto,0,bellman,4,2,494,0.999880,0.999880,0.000000
kyoto,0,bellman,5,3,496,0.999940,0.999880,0.000060
kyoto,0,bellman,6,4,498,0.999990,0.999930,0.000060
kyoto,0,bellman,7,5,500,1.000000,0.999930,0.000070
kyoto,0,bellman,8,6,501,1.000000,0.999930,0.000070
kyoto,1,bellman,2,0,490,0.579450,0.579450,0.000000
kyoto,1,bellman,3,1,492,0.579450,0.579450,0.000000
kyoto,1,bellman,4,2,494,0.618160,0.618160,-0.000000
kyoto,1,bellman,5,3,496,0.618190,0.618160,0.000030
kyoto,1,bellman,6,7,498,0.646470,0.646470,0.000000
kyoto,1,bellman,7,5,500,0.646510,0.646470,0.000040
kyoto,1,bellman,8,9,501,0.669460,0.669460,-0.000000
lagos,0,bellman,2,0,490,0.536190,0.536190,0.000000
lagos,0,bellman,3,1,492,0.536190,0.536190,0.000000
lagos,0,bellman,4,2,494,0.554190,0.554190,0.000000
lagos,0,bellman,5,3,496,0.554190,0.554190,0.000000
lagos,0,bellman,6,7,498,0.567620,0.567620,0.000000
lagos,0,bellman,7,5,500,0.567630,0.567620,0.000010
lagos,0,bellman,8,9,501,0.578750,0.578750,-0.000000
lagos,1,bellman,2,0,490,0.983160,0.983160,0.000000
lagos,1,bellman,3,1,492,0.983160,0.983160,0.000000
lagos,1,bellman,4,2,494,0.999030,0.999030,0.000000
lagos,1,bellman,5,3,496,0.999160,0.999030,0.000130
lagos,1,bellman,6,4,498,0.999810,0.999810,0.000000
lagos,1,bellman,7,5,500,0.999950,0.999810,0.000140
lagos,1,bellman,8,6,501,0.999980,0.999850,0.000130
lima,0,bellman,2,0,490,0.983310,0.983310,-0.000000
lima,0,bellman,3,1,492,0.983310,0.983310,-0.000000
lima,0,bellman,4,2,494,0.999090,0.999090,-0.000000
lima,0,bellman,5,3,496,0.999180,0.999090,0.000090
lima,0,bellman,6,7,498,0.999860,0.999860,-0.000000
lima,0,bellman,7,5,500,0.999950,0.999860,0.000090
lima,0,bellman,8,8,501,0.999990,0.999910,0.000080
lima,1,bellman,2,0,490,0.942200,0.942200,0.000000
lima,1,bellman,3,1,492,0.942200,0.942200,0.000000
lima,1,bellman,4,2,494,0.990130,0.990130,0.000000
lima,1,bellman,5,3,496,0.990400,0.990130,0.000270
lima,1,bellman,6,7,498,0.997920,0.997920,-0.000000
lima,1,bellman,7,5,500,0.998230,0.997920,0.000310
lima,1,bellman,8,8,501,0.999500,0.999330,0.000170
london,0,bellman,2,0,490,0.834740,0.834740,-0.000000
london,0,bellman,3,1,492,0.834740,0.834740,-0.000000
london,0,bellman,4,2,494,0.926980,0.926980,-0.000000
london,0,bellman,5,3,496,0.927170,0.926980,0.000190
london,0,bellman,6,7,498,0.965110,0.965110,0.000000
london,0,bellman,7,5,500,0.965360,0.965110,0.000250
london,0,bellman,8,9,501,0.982610,0.982610,-0.000000
london,1,bellman,2,0,490,0.982920,0.982920,-0.000000
london,1,bellman,3,1,492,0.982920,0.982920,-0.000000
london,1,bellman,4,2,494,0.998750,0.998750,-0.000000
london,1,bellman,5,3,496,0.999150,0.998750,0.000400
london,1,bellman,6,4,498,0.999800,0.999530,0.000270
london,1,bellman,7,5,500,0.999950,0.999530,0.000420
london,1,bellman,8,6,501,0.999980,0.999570,0.000410
makarresh,0,bellman,2,0,490,0.997220,0.997020,0.000200
makarresh,0,bellman,3,1,492,0.997220,0.997020,0.000200
makarresh,0,bellman,4,2,494,0.999890,0.999690,0.000200
makarresh,0,bellman,5,3,496,0.999980,0.999690,0.000290
makarresh,0,bellman,6,4,498,1.000000,0.999710,0.000290
makarresh,0,bellman,7,5,500,1.000000,0.999710,0.000290
makarresh,0,bellman,8,6,501,1.000000,0.999710,0.000290
makarresh,1,bellman,2,0,490,0.525800,0.525800,0.000000
makarresh,1,bellman,3,1,492,0.525800,0.525800,0.000000
makarresh,1,bellman,4,2,494,0.538660,0.538660,-0.000000
makarresh,1,bellman,5,3,496,0.538820,0.538660,0.000160
makarresh,1,bellman,6,7,498,0.548280,0.548280,-0.000000
