hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
fez,0,6,0.001090,1.000000,bellman,3.000000,4
fez,0,7,0.001090,1.000000,bellman,9.000000,5
fez,0,8,0.001090,1.000000,bellman,27.000000,13
fez,0,9,0.001090,1.000000,bellman,83.000000,14
fez,1,2,0.004310,0.893930,bellman,0.000000,0
fez,1,3,0.004310,0.893930,bellman,0.000000,1
fez,1,4,0.004310,0.968560,bellman,0.000000,2
fez,1,5,0.004310,0.968650,bellman,1.000000,3
fez,1,6,0.004310,0.989770,bellman,3.000000,8
fez,1,7,0.004310,0.989890,bellman,9.000000,5
fez,1,8,0.004310,0.996470,bellman,27.000000,10
fez,1,9,0.004310,0.996600,bellman,83.000000,7
geneva,0,2,0.001390,0.858470,bellman,0.000000,0
geneva,0,3,0.001390,0.858470,bellman,0.000000,1
geneva,0,4,0.001390,0.945510,bellman,0.000000,2
geneva,0,5,0.001390,0.945610,bellman,1.000000,3
geneva,0,6,0.001390,0.977210,bellman,3.000000,8
geneva,0,7,0.001390,0.977340,bellman,9.000000,5
geneva,0,8,0.001390,0.990040,bellman,27.000000,10
geneva,0,9,0.001390,0.990190,bellman,81.000000,7
geneva,1,2,0.001360,0.985860,bellman,0.000000,0
geneva,1,3,0.001360,0.985860,bellman,0.000000,1
geneva,1,4,0.001360,0.999090,bellman,0.000000,2
geneva,1,5,0.001360,0.999420,bellman,0.000000,3
geneva,1,6,0.001360,0.999870,bellman,2.000000,4
geneva,1,7,0.001360,0.999970,bellman,8.000000,5
geneva,1,8,0.001360,0.999990,bellman,25.000000,6
geneva,1,9,0.001360,1.000000,bellman,76.000000,7
guadalupe,0,2,0.001080,0.939320,bellman,0.000000,0
guadalupe,0,3,0.001080,0.939320,bellman,0.000000,1
guadalupe,0,4,0.001080,0.989270,bellman,0.000000,2
guadalupe,0,5,0.001080,0.989420,bellman,0.000000,3
guadalupe,0,6,0.001080,0.997780,bellman,2.000000,8
guadalupe,0,7,0.001080,0.997960,bellman,8.000000,5
guadalupe,0,8,0.001080,0.999450,bellman,25.000000,9
guadalupe,0,9,0.001080,0.999590,bellman,75.000000,7
